policy_number,sale_date,product_value_,sale_value_nis,nature,percentage_of_sale,city,year_of_construction,area,bedrooms,addresses,address,coordinates,closest_direct_address,direct_distance_km,class,sale_year,sale_year_range,subgroup
"['006164', '0015']",2022-07-14 00:00:00,54000,54000,דירה בבית קומות,0.018,גבעתיים,2025,1,1,"['תל אביב-יפו שמעון ברנפלד 12', 'תל אביב-יפו דרך הטייסים 8']",שמעון ברנפלד 12 תל אביב-יפו,"(32.060973, 34.803771)",Yehudit,1.770419355,1000+,2022,21-22,21-22 - 1000+
"['006164', '0117']",2022-07-14 00:00:00,1058400,1058400,דירה בבית קומות,0.26,גבעתיים,2025,1,1,"['תל אביב-יפו שמעון ברנפלד 10', 'תל אביב-יפו דרך הטייסים 10']",שמעון ברנפלד 10 תל אביב-יפו,"(32.060667, 34.803576)",Yehudit,1.77524538,1000+,2022,21-22,21-22 - 1000+
"['006164', '0015']",2022-07-14 00:00:00,100000,100000,דירה בבית קומות,0.032,גבעתיים,2025,1,1,"['תל אביב-יפו שמעון ברנפלד 12', 'תל אביב-יפו דרך הטייסים 8']",שמעון ברנפלד 12 תל אביב-יפו,"(32.060973, 34.803771)",Yehudit,1.770419355,1000+,2022,21-22,21-22 - 1000+
"['006164', '0015']",2022-07-14 00:00:00,86400,86400,דירה בבית קומות,0.028,גבעתיים,2025,1,1,"['תל אביב-יפו שמעון ברנפלד 12', 'תל אביב-יפו דרך הטייסים 8']",שמעון ברנפלד 12 תל אביב-יפו,"(32.060973, 34.803771)",Yehudit,1.770419355,1000+,2022,21-22,21-22 - 1000+
"['006164', '0015']",2022-07-14 00:00:00,180000,180000,דירה בבית קומות,0.052,גבעתיים,2025,1,1,"['תל אביב-יפו שמעון ברנפלד 12', 'תל אביב-יפו דרך הטייסים 8']",שמעון ברנפלד 12 תל אביב-יפו,"(32.060973, 34.803771)",Yehudit,1.770419355,1000+,2022,21-22,21-22 - 1000+
"['006164', '0015']",2022-07-14 00:00:00,505800,505800,דירה בבית קומות,0.145,גבעתיים,2025,1,1,"['תל אביב-יפו שמעון ברנפלד 12', 'תל אביב-יפו דרך הטייסים 8']",שמעון ברנפלד 12 תל אביב-יפו,"(32.060973, 34.803771)",Yehudit,1.770419355,1000+,2022,21-22,21-22 - 1000+
"['006164', '0015']",2022-07-14 00:00:00,52200,52200,דירה בבית קומות,0.017,גבעתיים,2025,1,1,"['תל אביב-יפו שמעון ברנפלד 12', 'תל אביב-יפו דרך הטייסים 8']",שמעון ברנפלד 12 תל אביב-יפו,"(32.060973, 34.803771)",Yehudit,1.770419355,1000+,2022,21-22,21-22 - 1000+
"['006164', '0015']",2022-07-14 00:00:00,154800,154800,דירה בבית קומות,0.049,גבעתיים,2025,1,1,"['תל אביב-יפו שמעון ברנפלד 12', 'תל אביב-יפו דרך הטייסים 8']",שמעון ברנפלד 12 תל אביב-יפו,"(32.060973, 34.803771)",Yehudit,1.770419355,1000+,2022,21-22,21-22 - 1000+
"['006164', '0190']",2022-04-28 00:00:00,3650000,3650000,דירה בבית קומות,1,תל אביב -יפו,2024,112,5,"['תל אביב-יפו גונן 10', 'תל אביב-יפו גונן 14', 'תל אביב-יפו גונן 16', 'תל אביב-יפו גונן 12']",גונן 10 תל אביב-יפו,"(32.064498, 34.804642)",Yehudit,1.654542351,1000+,2022,21-22,21-22 - 1000+
"['006164', '0016']",2022-07-14 00:00:00,45000,45000,דירה בבית קומות,0.015,גבעתיים,2025,1,1,"['תל אביב-יפו שמעון ברנפלד 14', 'תל אביב-יפו דרך הטייסים 6']",שמעון ברנפלד 14 תל אביב-יפו,"(32.061229, 34.803941)",Yehudit,1.76755703,1000+,2022,21-22,21-22 - 1000+
"['006164', '0016']",2022-07-14 00:00:00,66600,66600,דירה בבית קומות,0.022,גבעתיים,2025,1,1,"['תל אביב-יפו שמעון ברנפלד 14', 'תל אביב-יפו דרך הטייסים 6']",שמעון ברנפלד 14 תל אביב-יפו,"(32.061229, 34.803941)",Yehudit,1.76755703,1000+,2022,21-22,21-22 - 1000+
"['006164', '0117']",2022-07-14 00:00:00,344700,344700,דירה בבית קומות,0.103,גבעתיים,2025,1,1,"['תל אביב-יפו שמעון ברנפלד 10', 'תל אביב-יפו דרך הטייסים 10']",שמעון ברנפלד 10 תל אביב-יפו,"(32.060667, 34.803576)",Yehudit,1.77524538,1000+,2022,21-22,21-22 - 1000+
"['006164', '0117']",2022-07-14 00:00:00,121050,121050,דירה בבית קומות,0.035,גבעתיים,2025,1,1,"['תל אביב-יפו שמעון ברנפלד 10', 'תל אביב-יפו דרך הטייסים 10']",שמעון ברנפלד 10 תל אביב-יפו,"(32.060667, 34.803576)",Yehudit,1.77524538,1000+,2022,21-22,21-22 - 1000+
"['006164', '0035']",2022-06-13 00:00:00,650000,650000,דירה בבית קומות,0.333,תל אביב -יפו,1960,55,2,"['תל אביב-יפו עמישב 22', 'תל אביב-יפו דרך השלום 91']",עמישב 22 תל אביב-יפו,"(32.063256, 34.804537)",Yehudit,1.702525753,1000+,2022,21-22,21-22 - 1000+
"['006164', '0230']",2022-07-20 00:00:00,825000,825000,דירה בבית קומות,0.333,גבעתיים,1970,52,2.5,"['גבעתיים עמישב 45', 'גבעתיים מצולות ים 30']",עמישב 45 גבעתיים,"(32.0622106, 34.8058007)",Yehudit,1.861845644,1000+,2022,21-22,21-22 - 1000+
"['006164', '0238']",2022-08-17 00:00:00,1235000,1235000,דירה בבית קומות,0.5,גבעתיים,1950,66,2,"['גבעתיים מצולות ים 2', 'גבעתיים מצולות ים 6', 'גבעתיים מצולות ים 4']",מצולות ים 2 גבעתיים,"(32.063258, 34.8060934)",Yehudit,1.834975004,1000+,2022,21-22,21-22 - 1000+
"['006164', '0115']",2022-08-10 00:00:00,500000,500000,דירה בבית קומות,0.277,גבעתיים,1950,57,2.5,"['תל אביב-יפו דרך השלום 92', 'תל אביב-יפו שמעון ברנפלד 24']",השלום 92 תל אביב-יפו,"(32.062716, 34.803614)",Yehudit,1.654075643,1000+,2022,21-22,21-22 - 1000+
"['006164', '0016']",2022-07-14 00:00:00,12000,12000,דירה בבית קומות,0.003,גבעתיים,2025,1,1,"['תל אביב-יפו שמעון ברנפלד 14', 'תל אביב-יפו דרך הטייסים 6']",שמעון ברנפלד 14 תל אביב-יפו,"(32.061229, 34.803941)",Yehudit,1.76755703,1000+,2022,21-22,21-22 - 1000+
"['006164', '0016']",2022-07-14 00:00:00,318600,318600,דירה בבית קומות,0.101,גבעתיים,1,1,1,"['תל אביב-יפו שמעון ברנפלד 14', 'תל אביב-יפו דרך הטייסים 6']",שמעון ברנפלד 14 תל אביב-יפו,"(32.061229, 34.803941)",Yehudit,1.76755703,1000+,2022,21-22,21-22 - 1000+
"['006164', '0117']",2022-07-14 00:00:00,81000,81000,דירה בבית קומות,0.027,גבעתיים,1,1,1,"['תל אביב-יפו שמעון ברנפלד 10', 'תל אביב-יפו דרך הטייסים 10']",שמעון ברנפלד 10 תל אביב-יפו,"(32.060667, 34.803576)",Yehudit,1.77524538,1000+,2022,21-22,21-22 - 1000+
"['006164', '0117']",2022-07-14 00:00:00,72000,72000,דירה בבית קומות,0.021,גבעתיים,1,1,1,"['תל אביב-יפו שמעון ברנפלד 10', 'תל אביב-יפו דרך הטייסים 10']",שמעון ברנפלד 10 תל אביב-יפו,"(32.060667, 34.803576)",Yehudit,1.77524538,1000+,2022,21-22,21-22 - 1000+
"['006164', '0117']",2022-07-14 00:00:00,107100,107100,דירה בבית קומות,0.001,גבעתיים,2025,1,1,"['תל אביב-יפו שמעון ברנפלד 10', 'תל אביב-יפו דרך הטייסים 10']",שמעון ברנפלד 10 תל אביב-יפו,"(32.060667, 34.803576)",Yehudit,1.77524538,1000+,2022,21-22,21-22 - 1000+
"['006164', '0236']",2022-09-14 00:00:00,750000,1000000,דירה בבית קומות,0.5,גבעתיים,1970,50,2.5,['גבעתיים גונן 9'],גונן 9 גבעתיים,"(32.0638444, 34.8051078)",Yehudit,1.723412498,1000+,2022,21-22,21-22 - 1000+
"['006164', '0016']",2022-07-14 00:00:00,1,1747000,דירה בבית קומות,0.001,גבעתיים,2025,39,2,"['תל אביב-יפו שמעון ברנפלד 14', 'תל אביב-יפו דרך הטייסים 6']",שמעון ברנפלד 14 תל אביב-יפו,"(32.061229, 34.803941)",Yehudit,1.76755703,1000+,2022,21-22,21-22 - 1000+
"['006157', '0694']",2024-07-03 00:00:00,2606522,2606522,דירה בבית קומות,1,רמת גן,2024,67,3,['רמת גן אלרואי 39'],אלרואי 39 רמת גן,"(32.071523133333336, 34.8215902)",Bialik,1.930910832,1000+,2024,23-24,23-24 - 1000+
"['006157', '0775']",2024-02-07 00:00:00,2820000,2820000,דירה בבית קומות,1,רמת גן,2018,74,3,['רמת גן יד שלום 16'],יד שלום 16 רמת גן,"(32.072466139999996, 34.81998309)",Bialik,1.773778548,1000+,2024,23-24,23-24 - 1000+
"['006158', '0436']",2023-11-26 00:00:00,1950000,1950000,דירה בבית קומות,0.111,רמת גן,1950,53,3,"['רמת גן חצור 24', 'רמת גן קרסקי 12']",חצור 24 רמת גן,"(32.0776225, 34.8244125)",Ben Gurion,1.482358153,1000+,2023,23-24,23-24 - 1000+
"['006157', '0696']",2023-12-05 00:00:00,2335000,2335000,דירה בבית קומות,1,רמת גן,2006,62,3,['רמת גן אלרואי 47'],אלרואי 47 רמת גן,"(32.07150086666667, 34.8220846)",Bialik,1.953589994,1000+,2023,23-24,23-24 - 1000+
"['006158', '0343']",2023-12-11 00:00:00,3600000,3600000,דירה בבית קומות,1,רמת גן,1985,92,5,['רמת גן ברקאי 8'],ברקאי 8 רמת גן,"(32.0769963, 34.8251882)",Ben Gurion,1.557105463,1000+,2023,23-24,23-24 - 1000+
"['006157', '0789']",2023-12-25 00:00:00,2806287,2806287,דירה בבית קומות,1,רמת גן,2024,72,3,"['רמת גן אלישיב 4', 'רמת גן רוחמה 25']",אלישיב 4 רמת גן,"(32.0714301, 34.8204725)",Bialik,1.897603818,1000+,2023,23-24,23-24 - 1000+
"['006158', '0434']",2023-11-29 00:00:00,1600000,1600000,דירה בבית קומות,1,רמת גן,1960,51,2,['רמת גן קרסקי 8'],קרסקי 8 רמת גן,"(32.078706, 34.8232854)",Ben Gurion,1.360451842,1000+,2023,23-24,23-24 - 1000+
"['006157', '0703']",2023-12-08 00:00:00,943333,943333,דירה בבית קומות,0.333,רמת גן,1995,78,4,['רמת גן אלרואי 34'],אלרואי 34 רמת גן,"(32.0713101, 34.821073225)",Bialik,1.932082959,1000+,2023,23-24,23-24 - 1000+
"['006157', '0703']",2023-12-08 00:00:00,754667,754667,דירה בבית קומות,0.266,רמת גן,1995,78,4,['רמת גן אלרואי 34'],אלרואי 34 רמת גן,"(32.0713101, 34.821073225)",Bialik,1.932082959,1000+,2023,23-24,23-24 - 1000+
"['006157', '0782']",2024-01-11 00:00:00,1600000,1600000,דירה בבית קומות,0.5,רמת גן,2019,95,4,['רמת גן כנפי נשרים 25'],כנפי נשרים 25 רמת גן,"(32.0705321, 34.8202301)",Bialik,1.981850063,1000+,2024,23-24,23-24 - 1000+
"['006157', '0684']",2023-12-28 00:00:00,2450000,2450000,דירה בבית קומות,1,רמת גן,2023,66,3,['רמת גן רוחמה 36'],רוחמה 36 רמת גן,"(32.07181625384616, 34.82149836153846)",Bialik,1.897838543,1000+,2023,23-24,23-24 - 1000+
"['006157', '0708']",2023-10-26 00:00:00,2325000,2325000,דירה בבית קומות,1,רמת גן,1960,74,4,['רמת גן אלישיב 17'],אלישיב 17 רמת גן,"(32.071098, 34.8204649)",Bialik,1.93143928,1000+,2023,23-24,23-24 - 1000+
"['006157', '0591']",2024-01-18 00:00:00,726667,726667,דירה בבית קומות,0.333,רמת גן,1960,55,3,['רמת גן כנפי נשרים 13'],כנפי נשרים 13 רמת גן,"(32.070744133333335, 34.819434)",Bialik,1.934313756,1000+,2024,23-24,23-24 - 1000+
"['006157', '0696']",2024-01-31 00:00:00,2500000,2500000,דירה בבית קומות,1,רמת גן,2005,62,3,['רמת גן אלרואי 47'],אלרואי 47 רמת גן,"(32.07150086666667, 34.8220846)",Bialik,1.953589994,1000+,2024,23-24,23-24 - 1000+
"['006158', '0292']",2023-12-25 00:00:00,1062500,1062500,דירה בבית קומות,0.5,רמת גן,1987,67,3,"['רמת גן הנח""ל 20']","הנח""ל 20 רמת גן","(32.075377175, 34.8235898)",Bialik,1.663825962,1000+,2023,23-24,23-24 - 1000+
"['006157', '0694']",2024-02-26 00:00:00,2440000,2440000,דירה בבית קומות,1,רמת גן,2024,67,3,['רמת גן אלרואי 39'],אלרואי 39 רמת גן,"(32.071523133333336, 34.8215902)",Bialik,1.930910832,1000+,2024,23-24,23-24 - 1000+
"['006157', '0789']",2024-03-05 00:00:00,2606287,2606287,דירה בבית קומות,1,רמת גן,2024,72,3,"['רמת גן אלישיב 4', 'רמת גן רוחמה 25']",אלישיב 4 רמת גן,"(32.0714301, 34.8204725)",Bialik,1.897603818,1000+,2024,23-24,23-24 - 1000+
"['006157', '0789']",2024-03-07 00:00:00,2856287,2856287,דירה בבית קומות,1,רמת גן,2024,88,3,"['רמת גן אלישיב 4', 'רמת גן רוחמה 25']",אלישיב 4 רמת גן,"(32.0714301, 34.8204725)",Bialik,1.897603818,1000+,2024,23-24,23-24 - 1000+
"['006157', '0789']",2024-03-19 00:00:00,3231522,3231522,דירה בבית קומות,1,רמת גן,2024,74,3,"['רמת גן אלישיב 4', 'רמת גן רוחמה 25']",אלישיב 4 רמת גן,"(32.0714301, 34.8204725)",Bialik,1.897603818,1000+,2024,23-24,23-24 - 1000+
"['006157', '0703']",2023-12-08 00:00:00,188666,188666,דירה בבית קומות,0.066,רמת גן,1995,78,4,['רמת גן אלרואי 34'],אלרואי 34 רמת גן,"(32.0713101, 34.821073225)",Bialik,1.932082959,1000+,2023,23-24,23-24 - 1000+
"['006157', '0765']",2024-02-01 00:00:00,2450000,2450000,דירה בבית קומות,1,רמת גן,2000,69,3,"['רמת גן רוחמה 46', 'רמת גן רוחמה 44']",רוחמה 46 רמת גן,"(32.07178390769231, 34.82223332307692)",Bialik,1.93199507,1000+,2024,23-24,23-24 - 1000+
"['006157', '0643']",2024-04-04 00:00:00,2460000,2460000,דירה בבית קומות,1,רמת גן,2023,60,3,"['רמת גן עוזיאל 70', 'רמת גן יד שלום 55']",עוזיאל 70 רמת גן,"(32.0767735, 34.8231875)",Bialik,1.519422618,1000+,2024,23-24,23-24 - 1000+
"['006158', '0018']",2024-04-08 00:00:00,915000,915000,דירה בבית קומות,0.5,רמת גן,1930,63,2,"['רמת גן הרא""ה 106', 'רמת גן חיבת ציון 38', 'רמת גן עוזיאל 1', 'רמת גן חיבת ציון 36', 'רמת גן חיבת ציון 32', 'רמת גן חיבת ציון 40', 'רמת גן חיבת ציון 42', 'רמת גן חיבת ציון 34', 'רמת גן חיבת ציון 44']","הרא""ה 106 רמת גן","(32.079166699999995, 34.8252527)",Ben Gurion,1.318491989,1000+,2024,23-24,23-24 - 1000+
"['006157', '0560']",2024-03-20 00:00:00,2820000,2820000,דירה בבית קומות,1,רמת גן,2018,84,3,"['רמת גן אלישיב 4', 'רמת גן רוחמה 25', 'רמת גן עוזיאל 128']",אלישיב 4 רמת גן,"(32.0714301, 34.8204725)",Bialik,1.897603818,1000+,2024,23-24,23-24 - 1000+
"['006158', '0275']",2024-05-24 00:00:00,1982000,1982000,דירה בבית קומות,1,רמת גן,1960,80,3,['רמת גן עוזיאל 37'],עוזיאל 37 רמת גן,"(32.07556182631579, 34.823265142105264)",Bialik,1.628929363,1000+,2024,23-24,23-24 - 1000+
"['006158', '0396']",2024-05-30 00:00:00,2900000,2900000,דירה בבית קומות,0.5,רמת גן,1960,166,5,['רמת גן מעלה הבנים 17'],מעלה הבנים 17 רמת גן,"(32.0765408, 34.8209656)",Bialik,1.41515267,1000+,2024,23-24,23-24 - 1000+
"['006158', '0131']",2024-06-05 00:00:00,2620000,2620000,דירה בבית קומות,1,רמת גן,2024,68,3,['רמת גן הרכסים 60'],הרכסים 60 רמת גן,"(32.0729649, 34.8232546)",Bialik,1.865775408,1000+,2024,23-24,23-24 - 1000+
"['006157', '0593']",2024-03-24 00:00:00,313333,313333,דירה בבית קומות,0.166,רמת גן,1960,77,3,"['רמת גן יד שלום 2', 'רמת גן דרך דוד בן-גוריון 205']",יד שלום 2 רמת גן,"(32.0725416, 34.8186288)",Bialik,1.721141658,1000+,2024,23-24,23-24 - 1000+
"['006157', '0775']",2024-06-10 00:00:00,2750000,2750000,דירה בבית קומות,1,רמת גן,2019,73,3,['רמת גן יד שלום 16'],יד שלום 16 רמת גן,"(32.072466139999996, 34.81998309)",Bialik,1.773778548,1000+,2024,23-24,23-24 - 1000+
"['006158', '0131']",2024-06-23 00:00:00,2720000,2720000,דירה בבית קומות,1,רמת גן,2024,68,3,['רמת גן הרכסים 60'],הרכסים 60 רמת גן,"(32.0729649, 34.8232546)",Bialik,1.865775408,1000+,2024,23-24,23-24 - 1000+
"['006157', '0768']",2024-06-25 00:00:00,3000000,3000000,דירה בבית קומות,1,רמת גן,2018,97,4,['רמת גן אלרואי 53'],אלרואי 53 רמת גן,"(32.071484166666664, 34.822455399999996)",Bialik,1.971155605,1000+,2024,23-24,23-24 - 1000+
"['006158', '0131']",2024-06-30 00:00:00,2670000,2670000,דירה בבית קומות,1,רמת גן,2024,68,3,['רמת גן הרכסים 60'],הרכסים 60 רמת גן,"(32.0729649, 34.8232546)",Bialik,1.865775408,1000+,2024,23-24,23-24 - 1000+
"['006157', '0789']",2024-05-19 00:00:00,3071522,3071522,דירה בבית קומות,1,רמת גן,2024,88,4,"['רמת גן אלישיב 4', 'רמת גן רוחמה 25']",אלישיב 4 רמת גן,"(32.0714301, 34.8204725)",Bialik,1.897603818,1000+,2024,23-24,23-24 - 1000+
"['006158', '0281']",2024-02-01 00:00:00,600000,600000,דירה בבית קומות,0.5,רמת גן,1950,43,2,['רמת גן עוזיאל 25'],עוזיאל 25 רמת גן,"(32.075965563157894, 34.823294921052636)",Bialik,1.595266046,1000+,2024,23-24,23-24 - 1000+
"['006158', '0281']",2024-02-01 00:00:00,360000,360000,דירה בבית קומות,0.2,רמת גן,1950,43,2,['רמת גן עוזיאל 25'],עוזיאל 25 רמת גן,"(32.075965563157894, 34.823294921052636)",Bialik,1.595266046,1000+,2024,23-24,23-24 - 1000+
"['006158', '0281']",2024-02-01 00:00:00,540000,540000,דירה בבית קומות,0.3,רמת גן,1950,43,2,['רמת גן עוזיאל 25'],עוזיאל 25 רמת גן,"(32.075965563157894, 34.823294921052636)",Bialik,1.595266046,1000+,2024,23-24,23-24 - 1000+
"['006158', '0311']",2024-06-17 00:00:00,2420000,2420000,דירה בבית קומות,1,רמת גן,1970,79,4,['רמת גן הסנה 8'],הסנה 8 רמת גן,"(32.075982499999995, 34.82430745)",Bialik,1.654805482,1000+,2024,23-24,23-24 - 1000+
"['006158', '0131']",2024-07-09 00:00:00,2760000,2760000,דירה בבית קומות,1,רמת גן,2024,73,3,['רמת גן הרכסים 60'],הרכסים 60 רמת גן,"(32.0729649, 34.8232546)",Bialik,1.865775408,1000+,2024,23-24,23-24 - 1000+
"['006158', '0018']",2024-07-14 00:00:00,905000,905000,דירה בבית קומות,0.5,רמת גן,1960,63,2,"['רמת גן הרא""ה 106', 'רמת גן חיבת ציון 38', 'רמת גן עוזיאל 1', 'רמת גן חיבת ציון 36', 'רמת גן חיבת ציון 32', 'רמת גן חיבת ציון 40', 'רמת גן חיבת ציון 42', 'רמת גן חיבת ציון 34', 'רמת גן חיבת ציון 44']","הרא""ה 106 רמת גן","(32.079166699999995, 34.8252527)",Ben Gurion,1.318491989,1000+,2024,23-24,23-24 - 1000+
"['006157', '0643']",2024-07-17 00:00:00,2200000,2200000,דירה בבית קומות,1,רמת גן,2023,60,3,"['רמת גן עוזיאל 70', 'רמת גן יד שלום 55']",עוזיאל 70 רמת גן,"(32.0767735, 34.8231875)",Bialik,1.519422618,1000+,2024,23-24,23-24 - 1000+
"['006157', '0623']",2024-07-10 00:00:00,4850000,4850000,דירה בבית קומות,1,רמת גן,2016,94,5,['רמת גן כנפי נשרים 17'],כנפי נשרים 17 רמת גן,"(32.07067491111111, 34.81987626666667)",Bialik,1.955409235,1000+,2024,23-24,23-24 - 1000+
"['006158', '0487']",2024-07-28 00:00:00,1900000,1900000,דירה בבית קומות,1,רמת גן,1950,47,2.5,['רמת גן נחמיה תמרי 15'],נחמיה תמרי 15 רמת גן,"(32.0759161, 34.8263285)",Ben Gurion,1.689479731,1000+,2024,23-24,23-24 - 1000+
"['006158', '0298']",2024-01-28 00:00:00,811620,811620,דירה בבית קומות,1,רמת גן,1980,73,3,"['רמת גן הנח""ל 19']","הנח""ל 19 רמת גן","(32.075345975000005, 34.824004824999996)",Bialik,1.69075618,1000+,2024,23-24,23-24 - 1000+
